operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Ice camp,2016,IC2016_144_1,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_1.fcs,,0,,,,49,400.291,68.356,1042.364,0,,,,,IC16b_144_1.fcs,154950,0.012,0.108,99860,0.027,0.43,254810
Ice camp,2016,IC2016_144_2,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_2.fcs,,0,,,,130,279.173,52.975,809.798,0,,,,,IC16b_144_2.fcs,154950,0.013,0.107,109157,0.032,0.445,264107
Ice camp,2016,IC2016_144_3,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_3.fcs,,37,17.341,0.595,114.395,56,636.166,39.955,1402.357,0,,,,,IC16b_144_3.fcs,156149,0.013,0.107,103157,0.028,0.444,259306
Ice camp,2016,IC2016_144_4,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_4.fcs,,43,18.223,1.562,98.073,59,673.312,74.862,1885.843,0,,,,,IC16b_144_4.fcs,159149,0.013,0.108,101471,0.027,0.436,260620
Ice camp,2016,IC2016_144_5,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_5.fcs,,49,13.642,0.626,92.719,46,842.374,143.948,1718.143,0,,,,,IC16b_144_5.fcs,153124,0.013,0.107,101645,0.028,0.44,254769
Ice camp,2016,IC2016_144_6,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_144_6.fcs,,0,,,,68,346.71,52.333,1146.174,0,,,,,IC16b_144_6.fcs,149116,0.013,0.106,93793,0.027,0.44,242909
Ice camp,2016,IC2016_144_I3,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,7530,yes,Ian,,FACS Canto,M. Tragin,IC16f_144_I3.fcs,,0,,,,27533,896.508,126.705,1661.411,0,,,,,IC16b_144_I3.fcs,0,,,487024,0.089,1.045,487024
Ice camp,2016,IC2016_144_I4,2016-05-23,144,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,17760,yes,Ian,,FACS Canto,M. Tragin,IC16f_144_I4.fcs,,184,23.336,2.125,25.798,1609,347.371,48.33,814.252,0,,,,,IC16b_144_I4.fcs,0,,,125664,0.06,0.65,125664
Ice camp,2016,IC2016_146_1,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_146_1.fcs,,82,26.108,3.388,133.149,65,519.367,45.571,1429.936,0,,,,,IC16b_146_1.fcs,133346,0.012,0.104,103107,0.025,0.414,236453
Ice camp,2016,IC2016_146_2,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_146_2.fcs,,85,84.257,7.674,118.135,78,956.647,53.766,1217.508,0,,,,,IC16b_146_2.fcs,128903,0.012,0.101,107558,0.028,0.421,236461
Ice camp,2016,IC2016_146_3,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16_146_3.fcs,,78,87.196,2.159,100.478,41,1131.86,53.438,1273.05,0,,,,,IC16b_146_3.fcs,129884,0.012,0.098,106646,0.026,0.405,236530
Ice camp,2016,IC2016_146_4,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16_146_4.fcs,,0,,,,61,955.285,31.733,1291.9,0,,,,,IC16b_146_4.fcs,128122,0.012,0.095,108632,0.025,0.401,236754
Ice camp,2016,IC2016_146_5,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16_146_5.fcs,,0,,,,112,133.328,8.981,613.564,0,,,,,IC16b_146_5.fcs,130448,0.012,0.094,109343,0.027,0.403,239791
Ice camp,2016,IC2016_146_6,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16_146_6.fcs,,0,,,,48,264.437,57.676,590.031,0,,,,,IC16b_146_6.fcs,135325,0.012,0.091,100920,0.028,0.401,236245
Ice camp,2016,IC2016_146_FSW,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16_146_FSW.fcs,,0,,,,10,5346.642,361.568,2949.007,0,,,,,IC16b_146_FSW.fcs,1275,0.012,0.077,2713,0.056,0.464,3988
Ice camp,2016,IC2016_146_IC3,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,4000,5720,yes,Ian,,FACS Canto,M. Tragin,IC16_146_IC3.fcs,,0,,,,22894,462.379,108.32,1446.926,0,,,,,IC16b_146_IC3.fcs,0,,,450290,0.101,1.126,450290
Ice camp,2016,IC2016_146_IC4,2016-05-25,146,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,9300,12740,yes,Ian,,FACS Canto,M. Tragin,IC16_146_IC4.fcs,,466,37.049,2.961,18.351,1423,566.479,48.698,1002.315,0,,,,,IC16b_146_IC4.fcs,0,,,149571,0.056,0.594,149571
Ice camp,2016,IC2016_148_1,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_1.fcs,,58,35.863,0.513,105.788,68,1663.199,105.755,2029.631,0,,,,,IC16b_148_1.fcs,135263,0.012,0.1,104652,0.025,0.414,239915
Ice camp,2016,IC2016_148_2,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_2.fcs,,31,15.406,0.602,119.217,92,650.434,25.305,1622.48,0,,,,,IC16b_148_2.fcs,137295,0.013,0.1,103702,0.028,0.427,240997
Ice camp,2016,IC2016_148_3,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_3.fcs,,0,,,,85,603.541,47.531,1153.74,0,,,,,IC16b_148_3.fcs,135100,0.013,0.1,102172,0.026,0.414,237272
Ice camp,2016,IC2016_148_4,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_4.fcs,,0,,,,99,661.484,34.667,743.867,0,,,,,IC16b_148_4.fcs,137025,0.012,0.099,99691,0.026,0.407,236716
Ice camp,2016,IC2016_148_5,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_5.fcs,,0,,,,85,1008.804,63.163,1215.208,0,,,,,IC16b_148_5.fcs,134822,0.012,0.098,105904,0.027,0.407,240726
Ice camp,2016,IC2016_148_6,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_6.fcs,,0,,,,85,503.21,34.204,996.892,0,,,,,IC16b_148_6.fcs,130124,0.012,0.096,97156,0.027,0.403,227280
Ice camp,2016,IC2016_148_FSW,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_FSW.fcs,,0,,,,7,2959.13,381.399,3018.663,0,,,,,IC16b_148_FSW.fcs,15224,0.012,0.098,33841,0.05,0.56,49065
Ice camp,2016,IC2016_148_IC3,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,7200,yes,Ian,,FACS Canto,M. Tragin,IC16_148_IC3.fcs,,0,,,,24838,784.966,92.299,1816.319,0,,,,,IC16b_148_IC3.fcs,0,,,430606,0.096,0.96,430606
Ice camp,2016,IC2016_148_IC4,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16152,yes,Ian,,FACS Canto,M. Tragin,IC16_148_IC4.fcs,,483,93.826,0.838,33.241,2109,522.957,52.066,1077.604,0,,,,,IC16b_148_IC4.fcs,0,,,269838,0.05,0.53,269838
Ice camp,2016,IC2016_148_TFF_1,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,1,TFF,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_TFF_1.fcs,,0,,,,935,1124.491,137.876,1616.16,0,,,,,IC16b_148_TFF_1.fcs,144730,0.014,0.101,130966,0.035,0.483,275696
Ice camp,2016,IC2016_148_TFF_2,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,2,TFF,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_TFF_2.fcs,,71,11.4,0.474,59.574,554,1326.943,148.125,1784.726,0,,,,,IC16b_148_TFF_2.fcs,169250,0.013,0.09,116383,0.035,0.493,285633
Ice camp,2016,IC2016_148_TFF_4,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,4,TFF,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16_148_TFF_4.fcs,,0,,,,582,899.802,133.858,1628.186,0,,,,,IC16b_148_TFF_4.fcs,155355,0.013,0.098,115464,0.031,0.455,270819
Ice camp,2016,IC2016_148_TFF_IC3,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice TFF,0-3 cm,,low,,,,Ian,,FACS Canto,M. Tragin,IC16_148_TFF_IC3.fcs,,0,,,,28126,501.672,160.897,2233.447,0,,,,,IC16b_148_TFF_IC3.fcs,0,,,154181,0.098,1.066,154181
Ice camp,2016,IC2016_148_TFF_IC4,2016-05-27,148,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice TFF,3-10 cm,,low,,,,Ian,,FACS Canto,M. Tragin,IC16_148_TFF_IC4.fcs,,238,54.887,7.093,67.1,2330,518.777,124.511,1606.82,0,,,,,IC16b_148_TFF_IC4.fcs,0,,,54274,0.081,0.794,54274
Ice camp,2016,IC2016_151_1,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_1.fcs,,186,13.287,5.024,90.602,131,85.422,21.698,1340.372,0,,,,,IC16b_151_1.fcs,143433,0.012,0.105,108036,0.025,0.428,251469
Ice camp,2016,IC2016_151_2,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_2.fcs,,115,15.037,8.973,97.989,115,80.628,31.226,1478.633,0,,,,,IC16b_151_2.fcs,138807,0.013,0.103,107768,0.04,0.456,246575
Ice camp,2016,IC2016_151_3,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_3.fcs,,154,6.338,1.51,141.092,106,72.391,30.684,1602.716,0,,,,,IC16b_151_3.fcs,139943,0.012,0.104,101997,0.029,0.433,241940
Ice camp,2016,IC2016_151_4,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_4.fcs,,48,4.559,0.999,88.647,87,92.356,27.771,1331.545,0,,,,,IC16b_151_4.fcs,148555,0.013,0.104,105000,0.029,0.43,253555
Ice camp,2016,IC2016_151_5,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_5.fcs,,87,39.443,17.727,105.933,77,214.639,91.249,1467.054,0,,,,,IC16b_151_5.fcs,140089,0.012,0.103,98872,0.031,0.432,238961
Ice camp,2016,IC2016_151_6,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_6.fcs,,54,3.624,0.745,131.301,26,200.371,237.409,914.666,0,,,,,IC16b_151_6.fcs,140325,0.012,0.102,97516,0.028,0.423,237841
Ice camp,2016,IC2016_151_FSW,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16f_151_FSW.fcs,,0,,,,0,,,,0,,,,,IC16b_151_FSW.fcs,56250,0.015,0.069,16307,0.061,0.498,72557
Ice camp,2016,IC2016_151_IC3,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,6890,yes,Ian,,FACS Canto,M. Tragin,IC16f_151_IC3.fcs,,0,,,,41042,278.238,119.401,1910.283,0,,,,,IC16b_151_IC3.fcs,0,,,525909,0.102,1.051,525909
Ice camp,2016,IC2016_151_IC4,2016-05-30,151,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16030,yes,Ian,,FACS Canto,M. Tragin,IC16f_151_IC4.fcs,,977,14.099,8.778,33.665,3071,184.142,84.383,1276.589,0,,,,,IC16b_151_IC4.fcs,0,,,365716,0.094,0.867,365716
Ice camp,2016,IC2016_153_1,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_1.fcs,,183,5.579,1.439,81.113,176,150.41,63.896,1529.98,0,,,,,IC16b_153_1.fcs,137622,0.012,0.105,106331,0.027,0.429,243953
Ice camp,2016,IC2016_153_2,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_2.fcs,,163,5.229,0.8,129.89,167,98.506,45.442,1544.519,0,,,,,IC16b_153_2.fcs,137151,0.012,0.107,108466,0.032,0.467,245617
Ice camp,2016,IC2016_153_3,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_3.fcs,,122,12.192,5.705,104.557,141,64.468,49.451,1458.512,0,,,,,IC16b_153_3.fcs,141859,0.012,0.105,105763,0.028,0.45,247622
Ice camp,2016,IC2016_153_4,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_4.fcs,,115,9.176,4.922,105.369,83,136.005,46.776,1505.896,0,,,,,IC16b_153_4.fcs,145657,0.013,0.105,100828,0.028,0.446,246485
Ice camp,2016,IC2016_153_5,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_5.fcs,,96,9.249,1.418,190.679,87,127.103,47.074,1490.187,0,,,,,IC16b_153_5.fcs,149464,0.012,0.105,104716,0.029,0.442,254180
Ice camp,2016,IC2016_153_6,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_6.fcs,,26,4.433,0.493,79.12,51,61.409,70.237,1269.528,0,,,,,IC16b_153_6.fcs,148060,0.012,0.103,91615,0.028,0.438,239675
Ice camp,2016,IC2016_153_FSW,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16f_153_FSW.fcs,,0,,,,0,,,,0,,,,,IC16b_153_FSW.fcs,6234,0.009,0.063,4748,0.067,0.488,10982
Ice camp,2016,IC2016_153_IC3,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,6985,yes,Ian,,FACS Canto,M. Tragin,IC16f_153_IC3.fcs,,0,,,,46184,343.639,191.512,1925.179,0,,,,,IC16b_153_IC3.fcs,0,,,786179,0.108,1.069,786179
Ice camp,2016,IC2016_153_IC4,2016-06-01,153,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16193,yes,Ian,,FACS Canto,M. Tragin,IC16f_153_IC4.fcs,,862,17.527,1.655,39.986,2285,225.767,74.108,1137.704,0,,,,,IC16b_153_IC4.fcs,0,,,228394,0.076,0.794,228394
Ice camp,2016,IC2016_155_1,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_1.fcs,,205,4.751,0.969,111.448,176,96.346,56.114,1857.109,0,,,,,IC16b_155_1.fcs,148360,0.013,0.104,101120,0.027,0.439,249480
Ice camp,2016,IC2016_155_2,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_2.fcs,,196,11.479,2.788,120.286,436,250.772,85.046,1737.419,0,,,,,IC16b_155_2.fcs,145584,0.013,0.104,100812,0.034,0.473,246396
Ice camp,2016,IC2016_155_3,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_3.fcs,,176,9.399,2.984,103.312,192,110.429,23.472,1442.514,0,,,,,IC16b_155_3.fcs,149659,0.013,0.103,99959,0.029,0.447,249618
Ice camp,2016,IC2016_155_4,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_4.fcs,,196,7.129,1.773,129.025,135,132.895,55.691,1631.346,0,,,,,IC16b_155_4.fcs,153044,0.013,0.104,97800,0.028,0.443,250844
Ice camp,2016,IC2016_155_5,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_5.fcs,,103,4.934,0.614,116.006,122,109.729,46.659,1243.147,0,,,,,IC16b_155_5.fcs,153669,0.013,0.107,99229,0.03,0.443,252898
Ice camp,2016,IC2016_155_6,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_6.fcs,,144,4.004,0.649,99.252,93,64.736,16.655,1067.475,0,,,,,IC16b_155_6.fcs,155260,0.012,0.103,90252,0.027,0.433,245512
Ice camp,2016,IC2016_155_FSW,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16f_155_FSW.fcs,,0,,,,6,438.25,462.09,1931.161,0,,,,,IC16b_155_FSW.fcs,1469,0.009,0.059,828,0.063,0.503,2297
Ice camp,2016,IC2016_155_IC3,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,7450,yes,Ian,,FACS Canto,M. Tragin,IC16f_155_IC3.fcs,,0,,,,23945,290.921,120.072,1806.128,0,,,,,IC16b_155_IC3.fcs,0,,,468100,0.099,0.946,468100
Ice camp,2016,IC2016_155_IC4,2016-06-03,155,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16210,yes,Ian,,FACS Canto,M. Tragin,IC16f_155_IC4.fcs,,532,11.477,5.523,44.222,1473,175.287,63.273,1211.678,0,,,,,IC16b_155_IC4.fcs,0,,,127880,0.07,0.692,127880
Ice camp,2016,IC2016_158_1,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_1.fcs,,197,23.105,0.687,137.989,277,1108.156,53.76,1661.011,0,,,,,IC16b_158_1.fcs,147833,0.013,0.105,96669,0.032,0.465,244502
Ice camp,2016,IC2016_158_2,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_2.fcs,,193,13.674,0.607,134.163,447,880.248,58.841,1541.997,0,,,,,IC16b_158_2.fcs,138933,0.013,0.104,99502,0.042,0.505,238435
Ice camp,2016,IC2016_158_3,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_3.fcs,,170,10.75,0.624,109.381,160,505.132,62.175,1467.142,0,,,,,IC16b_158_3.fcs,144302,0.013,0.104,94655,0.033,0.457,238957
Ice camp,2016,IC2016_158_4,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_4.fcs,,200,9.261,0.658,106.985,143,181.603,23.966,1249.248,0,,,,,IC16b_158_4.fcs,147022,0.013,0.104,95161,0.031,0.451,242183
Ice camp,2016,IC2016_158_5,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_5.fcs,,207,42.198,2.978,121.734,177,316.285,30.172,1519.009,0,,,,,IC16b_158_5.fcs,173283,0.013,0.126,78563,0.041,0.52,251846
Ice camp,2016,IC2016_158_6,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_6.fcs,,130,100.365,7.855,128.953,133,373.99,49.977,1377.809,0,,,,,IC16b_158_6.fcs,177055,0.013,0.126,79350,0.035,0.489,256405
Ice camp,2016,IC2016_158_FSW,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16f_158_FSW.fcs,,0,,,,0,0,0,0,0,,,,,IC16b_158_FSW.fcs,2071,0.006,0.051,457,0.066,0.421,2528
Ice camp,2016,IC2016_158_IC3,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,7080,yes,Ian,,FACS Canto,M. Tragin,IC16f_158_IC3.fcs,,0,,,,25576,730.87,106.285,1731.933,0,,,,,IC16b_158_IC3.fcs,0,,,459810,0.095,1.015,459810
Ice camp,2016,IC2016_158_IC4,2016-06-06,158,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16370,yes,Ian,,FACS Canto,M. Tragin,IC16f_158_IC4.fcs,,1045,32.022,2.562,32.334,1278,785.926,71.657,1056.605,0,,,,,IC16b_158_IC4.fcs,0,,,101696,0.074,0.719,101696
Ice camp,2016,IC2016_160_1,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_1.fcs,,360,9.045,0.643,118.826,210,514.22,33.733,1402.105,0,,,,,IC16b_160_1.fcs,172801,0.013,0.128,81156,0.031,0.497,253957
Ice camp,2016,IC2016_160_2,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_2.fcs,,320,26.849,1.691,144.011,290,741.066,59.515,1596.345,0,,,,,IC16b_160_2.fcs,161429,0.013,0.126,83010,0.046,0.559,244439
Ice camp,2016,IC2016_160_3,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_3.fcs,,297,8.694,0.681,134.776,210,551.595,42.37,1323.61,0,,,,,IC16b_160_3.fcs,179904,0.014,0.126,81453,0.033,0.503,261357
Ice camp,2016,IC2016_160_4,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_4.fcs,,223,15.322,0.578,111.852,183,394.405,30.307,1441.657,0,,,,,IC16b_160_4.fcs,177287,0.013,0.126,81236,0.032,0.503,258523
Ice camp,2016,IC2016_160_5,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,5,water,20,20,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_5.fcs,,117,18.122,0.715,125.69,137,432.825,51.178,1208.276,0,,,,,IC16b_160_5.fcs,180313,0.013,0.128,83026,0.032,0.503,263339
Ice camp,2016,IC2016_160_6,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,6,water,40,40,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_6.fcs,,110,13.121,0.815,106.709,90,421.33,15.424,1513.445,0,,,,,IC16b_160_6.fcs,176910,0.013,0.125,81934,0.033,0.478,258844
Ice camp,2016,IC2016_160_FSW,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,FSW,FSW,,,,,,,Ian,,FACS Canto,M. Tragin,IC16f_160_FSW.fcs,,0,,,,0,0,0,0,0,,,,,IC16b_160_FSW.fcs,3387,0.004,0.04,474,0.047,0.492,3861
Ice camp,2016,IC2016_160_IC3,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,IC3,ice,0-3 cm,,low,5300,6980,yes,Ian,,FACS Canto,M. Tragin,IC16f_160_IC3.fcs,,0,,,,37448,710.247,227.638,1803.918,0,,,,,IC16b_160_IC3.fcs,0,,,541953,0.126,1.173,541953
Ice camp,2016,IC2016_160_IC4,2016-06-08,160,,67,28.7839998,N,63,47.3719998,W,,,,IC4,ice,3-10 cm,,low,12400,16095,yes,Ian,,FACS Canto,M. Tragin,IC16f_160_IC4.fcs,,0,,,,1466,416.374,62.62,801.531,0,,,,,IC16b_160_IC4.fcs,0,,,114840,0.087,0.785,114840
Ice camp,2016,IC2016_162_1,2016-06-10,162,,67,28.7839998,N,63,47.3719998,W,,,,1,water,Under Ice,0,,,,,Adriana,,FACS Canto,M. Tragin,IC16f_162_1.fcs,,520,17.726,1.884,143.956,210,471.401,26.984,1703.37,0,,,,,IC16b_162_1.fcs,176437,0.013,0.123,100144,0.03,0.484,276581
Ice camp,2016,IC2016_162_2,2016-06-10,162,,67,28.7839998,N,63,47.3719998,W,,,,2,water,1.5,1.5,,,,,Adriana,,FACS Canto,M. Tragin,IC16f_162_2.fcs,,347,11.048,0.623,113.708,510,348.135,28.697,1017.445,0,,,,,IC16b_162_2.fcs,155690,0.013,0.119,107945,0.055,0.627,263635
Ice camp,2016,IC2016_162_3,2016-06-10,162,,67,28.7839998,N,63,47.3719998,W,,,,3,water,5,5,,,,,Adriana,,FACS Canto,M. Tragin,IC16f_162_3.fcs,,467,14.083,1.391,115.358,270,262.186,13.726,1174.782,0,,,,,IC16b_162_3.fcs,173820,0.013,0.122,94743,0.03,0.486,268563
Ice camp,2016,IC2016_162_4,2016-06-10,162,,67,28.7839998,N,63,47.3719998,W,,,,4,water,10,10,,,,,Adriana,,FACS Canto,M. Tragin,IC16f_162_4.fcs,,410,25.18,4.033,132.466,173,296.817,32.484,1491.683,0,,,,,IC16b_162_4.fcs,180811,0.013,0.123,92416,0.028,0.464,273227
